"","Estimate","Std. Error","t value","Pr(>|t|)"
"factor(code)DtE",1.16920601268727,0.266307123463123,4.39044212367522,0.0000114483615305302
"factor(code)F",0.885352530527621,0.290543402859889,3.04722985210774,0.00231667311924034
"factor(code)I",2.61355317583352,0.230802304816421,11.3237741621009,0.0000000000000000000000000000162439029209124
"factor(code)K",1.13365056685,0.231911510083109,4.88828935848739,0.0000010357130396607
"factor(code)L",2.85666312622454,0.430928020917678,6.62909578295968,0.000000000035825325783731
"factor(code)MtN",3.82227251952508,0.235860712031899,16.2056346162821,0.0000000000000000000000000000000000000000000000000000000003384645683037
"factor(code)P",1.73228857604083,0.230225405949626,7.52431543728001,0.0000000000000583831738176631
"factor(code)Q",2.45923985924294,0.232344715499292,10.5844449870883,0.0000000000000000000000000509942294699771
"factor(code)R",2.65099553290194,0.27751594654243,9.55258811585671,0.0000000000000000000016202772873755
"factor(code)S",1.73649953298374,0.284391835049908,6.106010507225,0.00000000106615931960436
