"","Resp_id1","ISCO_NU","Functions","strata","bra10grp","bra10grp_code","aldergrp","udgrp","loengrp","pervgt","A1","A1a","A3","A4","A5","A7","A8","A9","B1","B2","B3","B4","B5","B6","B7","B8","B9","B10","B11","B12","B13","B14","B15","C1","C2","C3","C4","C5","D1","D2","D3","D4","E3","E3a","E3b","E3c","E4","E4a","E4b","E4c","E1","E1a","E1b","E1c","E2","E2a","E2b","E2c","F1","F1a","F1b","F1c","F2","F2a","F2b","F2c","G1","G1a","G1b","G1c","G2","G2a","G2b","G2c","G3","G3a","G3b","G3c","H1","H2","H3","H4","J1","J2","J3"
"61","LS135673","General and keyboard clerks","4",5,"Industri, råstofindvinding og forsyningsvirksomhed",2,1,2,2,3333.32365082548,1,NA,66,NA,1,2,2,2,2,2,2,2,3,3,2,3,3,3,4,5,3,2,3,1,1,1,1,1,2,3,3,4,5,2,NA,NA,5,2,NA,NA,2,1,2,1,2,1,2,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,66,2,1
"62","LS135959","General and keyboard clerks","4",8,"Erhvervsservice",8,2,2,4,1142.69026766395,1,NA,48,NA,1,2,2,2,2,1,2,3,2,2,3,3,3,3,3,3,4,3,3,1,3,3,3,3,1,5,1,2,4,3,NA,NA,4,3,NA,NA,5,3,NA,NA,2,3,2,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,70,3,9
"63","LS137811","Labourers in mining, construction, manufacturing and transport","9",8,"Industri, råstofindvinding og forsyningsvirksomhed",2,2,2,2,1300.71226519048,1,NA,39,NA,1,1,1,1,1,1,2,1,2,2,3,2,2,1,3,4,2,4,4,2,2,2,2,1,1,5,1,3,3,2,2,1,5,3,NA,NA,5,3,NA,NA,3,2,2,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,1,1,2,2,NA,NA,NA,NA,39,3,1
"64","LS138011","Business and administration associate professionals","3",8,"Handel og transport",4,2,2,4,1249.06286002464,1,NA,54,NA,1,1,1,1,2,2,1,4,2,2,4,4,2,1,2,3,1,2,3,3,3,3,3,3,1,4,1,3,3,3,3,1,2,3,3,1,3,3,3,1,4,3,NA,NA,2,3,3,1,5,3,NA,NA,2,3,2,1,4,3,NA,NA,4,3,NA,NA,NA,NA,NA,NA,71,1,3
"65","LS138919","Stationary plant and machine operators","8",8,"Erhvervsservice",8,1,2,4,2072.778285117,1,NA,68,NA,1,2,2,2,2,1,3,1,4,2,1,1,1,3,2,2,2,2,4,2,3,1,2,1,1,4,4,2,5,2,NA,NA,5,3,NA,NA,5,3,NA,NA,3,9,2,1,1,1,2,3,1,1,2,3,1,1,2,1,1,1,2,1,5,3,NA,NA,NA,NA,NA,NA,89,3,3
"66","LS141102","Business and administration professionals","2",3,"Handel og transport",4,2,2,2,1977.38348478805,1,NA,98,NA,1,2,2,1,4,2,2,3,2,2,3,3,3,2,1,2,3,5,4,3,3,3,3,3,3,4,3,3,2,3,3,1,1,3,3,1,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,98,3,13
"67","LS142566","Teaching professionals","2",7,"Offentlig administration, undervisning og sundhed",9,3,3,4,1059.97535505359,1,NA,48,NA,1,1,1,1,2,2,3,2,2,1,5,1,2,2,2,1,3,5,2,3,3,3,3,3,2,2,2,3,2,3,3,1,5,3,NA,NA,5,3,NA,NA,1,3,3,2,5,3,NA,NA,5,3,NA,NA,4,1,NA,NA,5,3,NA,NA,3,3,3,1,NA,NA,NA,NA,54,3,8
"68","LS142743","Administrative and commercial managers","1",3,"Handel og transport",4,2,2,3,2651.09182879068,1,NA,68,NA,1,1,1,1,3,2,2,3,2,3,3,2,2,3,4,3,3,5,2,3,3,3,3,2,2,5,3,3,2,1,1,1,5,3,NA,NA,4,3,NA,NA,2,2,1,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,68,3,2
"69","LS143311","Legal, social and cultural professionals","2",8,"Erhvervsservice",8,1,2,1,2018.05509792215,1,NA,48,NA,2,NA,NA,NA,3,1,1,3,2,1,5,9,2,5,5,3,5,5,2,NA,NA,NA,NA,NA,1,3,2,3,4,NA,NA,NA,1,NA,3,3,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,48,3,13
"70","LS143709","General and keyboard clerks","4",5,"Handel og transport",4,1,2,3,3804.88949237084,1,NA,47,NA,1,2,1,1,2,2,3,2,3,3,1,2,5,2,2,5,1,5,3,3,2,2,1,1,1,5,2,1,2,1,3,1,5,3,NA,NA,5,3,NA,NA,1,1,3,1,5,3,NA,NA,5,3,NA,NA,1,1,3,1,1,1,2,1,5,3,NA,NA,NA,NA,NA,NA,47,3,2
"71","LS143941","Personal care workers","5",7,"Offentlig administration, undervisning og sundhed",9,2,2,2,2359.08043563257,1,NA,7,NA,1,1,1,1,3,2,1,3,2,3,2,3,1,2,3,4,3,5,3,3,3,3,3,3,2,5,4,5,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,7,1,13
"72","LS145378","Building and related trades workers, excluding electricians","7",6,"Bygge og anlæg",3,2,2,2,1350.29258154294,1,NA,82,NA,2,NA,NA,NA,1,1,1,3,2,2,2,3,3,2,2,1,2,3,4,NA,NA,NA,NA,NA,1,4,5,2,4,NA,NA,NA,1,NA,2,1,4,NA,NA,NA,3,NA,3,1,5,NA,NA,NA,5,NA,NA,NA,4,NA,NA,NA,5,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,82,3,13
"73","LS145441","Health professionals","2",5,"Offentlig administration, undervisning og sundhed",9,3,3,3,439.189439029092,1,NA,64,NA,1,1,1,1,2,2,2,3,2,2,3,2,2,2,4,3,2,5,3,1,1,2,1,1,9,4,3,3,1,3,3,1,1,3,3,1,4,3,NA,NA,2,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,64,3,13
"74","LS146300","Personal care workers","5",4,"Offentlig administration, undervisning og sundhed",9,2,2,2,1354.69218625109,1,NA,33,NA,1,1,1,1,2,1,2,2,2,3,2,3,4,4,3,2,3,4,4,3,3,3,3,3,4,3,5,5,1,3,1,1,5,3,NA,NA,5,3,NA,NA,1,3,1,2,5,3,NA,NA,1,1,2,2,5,3,NA,NA,5,3,NA,NA,1,3,3,2,NA,NA,NA,NA,33,3,1
"75","LS146502","Health professionals","2",5,"Offentlig administration, undervisning og sundhed",9,2,3,4,1366.99521920367,1,NA,47,NA,1,1,1,1,1,2,2,3,3,2,4,5,1,2,2,4,5,5,5,3,3,3,3,3,1,5,1,1,2,3,2,2,1,3,1,1,5,3,NA,NA,2,3,1,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,47,3,7
"76","LS146718","Business and administration associate professionals","3",10,"Industri, råstofindvinding og forsyningsvirksomhed",2,2,2,4,838.465481821518,1,NA,45,NA,1,1,1,1,1,1,1,4,2,2,3,2,2,2,2,3,1,5,3,1,1,2,3,1,1,5,2,2,2,3,2,1,5,3,NA,NA,1,3,2,1,1,3,1,1,1,1,1,2,1,1,1,1,1,3,2,2,5,3,NA,NA,1,3,1,1,NA,NA,NA,NA,45,2,1
"77","LS147926","Business and administration associate professionals","3",4,"Handel og transport",4,2,2,4,1256.80836318172,1,NA,69,NA,1,2,2,2,3,2,1,4,2,2,4,5,1,1,4,4,1,5,4,3,3,3,3,3,2,5,3,2,2,1,2,1,1,1,2,1,2,3,1,2,4,2,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,69,3,13
"78","LS148349","Drivers and mobile plant operators","8",5,"Handel og transport",4,3,2,2,1730.48113921655,1,NA,90,NA,1,1,1,1,1,1,1,1,2,2,1,4,3,2,5,5,1,2,1,3,3,3,3,3,1,5,2,1,3,1,3,1,3,1,3,1,4,2,NA,NA,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,28,2,11
"79","LS149694","Personal care workers","5",8,"Offentlig administration, undervisning og sundhed",9,2,2,1,1194.33967282979,1,NA,43,NA,1,1,1,1,1,1,2,2,3,3,2,2,3,4,3,1,4,4,5,3,3,3,3,2,2,4,5,4,1,1,3,2,5,3,NA,NA,5,3,NA,NA,1,1,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,78,3,13
"80","LS150201","Health professionals","2",10,"Offentlig administration, undervisning og sundhed",9,2,3,3,1094.59221120874,1,NA,77,NA,1,1,1,1,2,1,1,4,1,3,3,3,2,4,2,2,3,5,5,3,1,3,3,2,2,5,5,2,1,1,3,1,5,3,NA,NA,5,3,NA,NA,1,1,1,2,5,3,NA,NA,5,3,NA,NA,1,1,1,2,1,1,1,2,5,3,NA,NA,NA,NA,NA,NA,77,3,13
"81","LS150457","None","None",8,"Offentlig administration, undervisning og sundhed",9,1,1,1,2547.99600584173,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,999,3,13
"82","LS150649","Labourers in mining, construction, manufacturing and transport","9",6,"Industri, råstofindvinding og forsyningsvirksomhed",2,2,2,3,1165.83273453286,1,NA,84,NA,1,1,1,1,1,1,2,3,2,2,3,3,3,3,3,3,3,4,3,1,1,1,1,1,2,5,4,2,2,1,2,1,3,2,2,1,4,2,NA,NA,1,1,2,1,5,3,NA,NA,5,3,NA,NA,1,1,2,1,1,1,2,1,1,1,2,1,NA,NA,NA,NA,84,3,2
"83","LS151936","None","None",7,"Handel og transport",4,1,2,1,4912.67634389251,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,48,3,1
"84","LS152609","Teaching professionals","2",6,"Offentlig administration, undervisning og sundhed",9,2,3,3,1228.77130123473,1,NA,64,NA,1,1,1,1,1,1,1,4,2,1,2,2,3,5,2,2,2,5,5,1,1,2,1,2,2,1,2,2,1,1,2,2,5,3,NA,NA,5,1,NA,NA,1,1,2,1,4,2,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,1,3,1,3,NA,NA,NA,NA,64,3,13
"85","LS152978","Science and engineering associate professionals","3",8,"Industri, råstofindvinding og forsyningsvirksomhed",2,2,3,4,998.531980583745,1,NA,48,NA,1,1,1,1,1,1,1,2,3,2,2,1,2,2,2,2,3,4,3,3,3,3,3,3,2,4,4,4,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,3,3,2,1,4,3,NA,NA,2,3,2,1,3,3,2,2,4,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,39,3,13
"86","LS156179","Building and related trades workers, excluding electricians","7",3,"Bygge og anlæg",3,3,2,2,1449.33981207959,1,NA,33,NA,1,1,2,1,1,1,1,2,2,3,2,1,3,2,1,1,1,2,4,3,3,3,3,3,2,5,3,5,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,33,3,2
"87","LS157408","None","None",4,"Erhvervsservice",8,1,2,1,1716.49761680923,2,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,2,97,3,1
"88","LS157529","General and keyboard clerks","4",7,"Handel og transport",4,1,3,2,3658.67674045022,1,NA,17,NA,1,1,1,1,3,2,2,3,3,3,3,3,2,3,3,3,3,4,3,3,3,3,3,3,2,4,4,3,4,3,NA,NA,2,3,3,1,4,3,NA,NA,2,3,3,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,48,3,13
"89","LS158622","Drivers and mobile plant operators","8",5,"Handel og transport",4,2,1,1,3405.3350557898,1,NA,64,NA,1,1,1,1,1,1,1,4,3,3,5,1,5,4,5,5,5,5,5,2,3,3,3,3,2,3,4,4,4,2,NA,NA,4,3,NA,NA,5,3,NA,NA,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,3,3,12
"90","LS161019","Sales workers","5",7,"Handel og transport",4,1,2,1,4757.37147314761,1,NA,48,NA,2,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,NA,NA,NA,NA,NA,2,4,5,9,4,NA,NA,NA,1,NA,2,1,1,NA,2,1,4,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,48,3,13
"91","LS162035","Business and administration associate professionals","3",6,"Erhvervsservice",8,2,3,4,1326.05977763161,1,NA,21,NA,1,1,1,1,1,3,2,4,2,2,4,2,2,2,2,2,1,2,4,1,1,2,1,3,1,5,4,2,1,3,1,2,5,3,NA,NA,4,2,NA,NA,1,3,1,2,5,3,NA,NA,5,3,NA,NA,2,1,3,2,4,3,NA,NA,4,3,NA,NA,NA,NA,NA,NA,64,2,8
"92","LS162573","Teaching professionals","2",9,"Offentlig administration, undervisning og sundhed",9,3,3,3,765.767483991188,1,NA,25,NA,1,1,1,1,2,1,2,4,2,2,3,4,2,3,3,4,1,5,3,3,3,3,3,3,1,4,2,3,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,25,3,1
"93","LS162763","Teaching professionals","2",1,"Offentlig administration, undervisning og sundhed",9,1,2,2,4736.33661324286,1,NA,92,NA,1,2,2,2,3,3,2,2,2,1,2,1,2,2,1,4,4,5,3,1,1,2,2,2,2,4,3,3,2,3,2,2,5,3,NA,NA,5,3,NA,NA,3,3,3,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,999,3,13
"94","LS164845","None","None",4,"Kultur, fritid og anden service",10,3,3,1,849.512758061909,2,1,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,75,3,13
"95","LS165123","Protective services workers","5",6,"Handel og transport",4,3,1,3,761.203601945826,1,NA,5,NA,1,1,1,1,1,3,1,2,1,2,2,2,2,2,1,2,1,4,2,3,3,3,3,3,1,5,3,3,3,3,1,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,9,NA,NA,1,1,2,2,5,3,NA,NA,3,1,2,2,NA,NA,NA,NA,75,1,3
"96","LS165582","General and keyboard clerks","4",10,"Industri, råstofindvinding og forsyningsvirksomhed",2,2,1,2,2594.81687047,1,NA,77,NA,1,1,1,1,1,1,2,2,3,3,3,4,3,3,3,2,3,2,2,3,3,3,3,3,2,5,2,2,4,3,NA,NA,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,1,3,1,1,1,1,1,1,2,2,1,2,NA,NA,NA,NA,77,3,3
"97","LS166350","Health professionals","2",8,"Offentlig administration, undervisning og sundhed",9,1,3,2,1873.89681084194,1,NA,34,NA,1,1,1,1,1,1,2,2,1,2,2,2,3,4,1,2,1,2,2,3,3,3,3,3,2,5,5,2,1,1,2,2,5,3,NA,NA,5,3,NA,NA,2,3,1,2,2,3,2,2,5,3,NA,NA,1,3,2,2,1,3,2,3,1,3,2,2,NA,NA,NA,NA,26,3,1
"98","LS167240","Production and specialised services managers","1",5,"Landbrug, skovbrug og fiskeri",1,2,2,2,2658.28691939113,1,NA,86,NA,1,1,1,1,1,1,1,1,3,4,4,1,1,1,1,3,1,5,3,3,3,3,3,3,3,4,4,3,3,3,3,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,86,3,13
"99","LS167279","Teaching professionals","2",10,"Offentlig administration, undervisning og sundhed",9,2,3,2,666.903581938997,1,NA,78,NA,1,1,1,1,2,2,2,4,2,2,4,2,2,3,2,4,4,5,3,3,3,3,3,3,2,4,4,4,3,3,2,1,5,3,NA,NA,4,3,NA,NA,2,3,2,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,36,3,1
"100","LS167527","Other clerical support workers","4",5,"Kultur, fritid og anden service",10,2,3,1,1974.09308137696,1,NA,28,NA,1,1,1,1,1,1,2,3,3,2,4,4,1,1,4,4,4,5,5,3,3,3,3,3,1,5,1,3,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,28,3,8
"101","LS168639","Teaching professionals","2",4,"Offentlig administration, undervisning og sundhed",9,2,3,2,1151.20634136999,1,NA,66,NA,1,1,1,1,3,2,2,2,2,3,4,3,2,3,3,3,2,5,4,3,3,3,3,3,2,5,4,4,1,3,3,2,5,3,NA,NA,5,3,NA,NA,3,3,3,2,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,75,3,7
"102","LS168771","Business and administration professionals","2",8,"Finansiering og forsikring",6,1,2,2,2124.42769028283,1,NA,40,NA,1,2,2,2,3,2,1,2,2,2,2,3,4,1,1,2,4,5,5,1,1,2,1,1,2,5,4,1,3,1,3,1,1,3,1,2,2,1,2,1,3,3,2,1,5,3,NA,NA,5,3,NA,NA,1,1,3,1,3,3,3,1,5,3,NA,NA,NA,NA,NA,NA,34,3,2
"103","LS169275","None","None",10,"Handel og transport",4,2,2,2,410.776852551772,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,2,6,40,3,7
"104","LS169800","Science and engineering professionals","2",4,"Erhvervsservice",8,2,3,4,1053.32251830062,1,NA,98,NA,1,1,1,1,2,2,2,3,2,3,5,2,3,2,2,4,4,5,4,3,3,3,3,3,1,5,2,2,2,3,3,2,4,3,NA,NA,4,3,NA,NA,1,3,3,2,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,98,3,3
"105","LS170433","Numerical and material recording clerks","4",6,"Handel og transport",4,2,2,2,1253.00410514606,1,NA,28,NA,1,1,1,1,1,1,2,2,3,3,4,1,1,3,2,4,1,1,3,3,3,3,3,3,2,5,2,3,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,1,3,3,1,1,3,3,1,1,3,3,1,NA,NA,NA,NA,47,3,13
"106","LS172010","Food preparation assistants","9",3,"Offentlig administration, undervisning og sundhed",9,1,2,1,3027.50143798852,1,NA,98,NA,1,1,1,1,1,1,2,2,4,4,2,2,1,1,2,4,3,4,4,3,3,3,3,3,1,5,2,2,2,3,2,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,63,3,7
"107","LS172354","Teaching professionals","2",5,"Offentlig administration, undervisning og sundhed",9,2,3,2,3052.75678509561,1,NA,16,NA,1,1,1,1,3,3,2,4,2,2,3,2,2,2,2,4,4,4,4,3,3,3,3,3,2,4,3,3,4,3,NA,NA,1,3,1,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,47,3,13
"108","LS172953","None","None",3,"Industri, råstofindvinding og forsyningsvirksomhed",2,2,1,1,3729.42594170061,2,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,1,38,3,13
"109","LS173216","Health associate professionals","3",8,"Offentlig administration, undervisning og sundhed",9,1,3,2,1873.89681084194,1,NA,22,NA,1,1,1,2,1,4,3,2,4,2,2,2,2,4,5,2,2,1,5,1,1,2,1,1,1,5,2,1,3,1,2,1,5,3,NA,NA,5,3,NA,NA,3,1,1,1,5,3,NA,NA,1,1,2,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,48,3,8
"110","LS173962","Business and administration associate professionals","3",7,"Handel og transport",4,2,2,4,2492.35733489299,1,NA,84,NA,1,1,1,1,1,2,1,2,2,1,1,3,1,2,1,2,1,5,4,3,3,3,3,3,2,5,1,4,3,3,3,1,1,3,3,1,1,3,3,1,1,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,49,3,13
"111","LS174597","Teaching professionals","2",8,"Offentlig administration, undervisning og sundhed",9,2,3,3,998.531980583745,1,NA,7,NA,1,1,1,1,2,2,1,4,2,2,2,3,2,3,2,3,3,4,2,3,1,3,3,3,3,5,3,4,1,3,3,1,5,3,NA,NA,5,3,NA,NA,1,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,17,3,13
"112","LS175028","None","None",8,"Handel og transport",4,2,3,3,1104.90457294443,1,NA,40,NA,1,1,1,1,3,2,4,1,3,3,2,2,4,3,4,2,5,5,3,3,3,3,3,3,3,3,3,5,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,3,2,3,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,48,3,9
"113","LS176512","Business and administration associate professionals","3",8,"Erhvervsservice",8,2,2,4,1142.69026766395,1,NA,40,NA,1,1,1,1,2,2,1,4,2,2,4,3,2,2,2,2,2,5,3,3,3,3,3,3,2,3,2,2,3,3,3,2,4,3,NA,NA,4,3,NA,NA,1,3,2,1,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,3,1,3,2,3,1,2,2,NA,NA,NA,NA,20,3,7
"114","LS176770","Teaching professionals","2",8,"Offentlig administration, undervisning og sundhed",9,3,2,1,869.09255120242,1,NA,54,NA,2,NA,NA,NA,5,1,1,5,2,3,3,4,1,1,4,4,4,5,5,NA,NA,NA,NA,NA,1,4,3,3,3,NA,3,1,5,NA,NA,NA,4,NA,NA,NA,3,NA,3,1,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,70,1,1
"115","LS178870","Health professionals","2",8,"Offentlig administration, undervisning og sundhed",9,1,3,2,1873.89681084194,1,NA,34,NA,1,1,1,1,1,2,1,2,1,2,2,2,4,3,1,1,1,2,3,3,1,1,3,2,2,5,4,4,1,1,3,1,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,5,3,NA,NA,1,1,2,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,34,3,1
"116","LS179238","Teaching professionals","2",4,"Offentlig administration, undervisning og sundhed",9,1,3,3,1160.73238984477,1,NA,98,NA,1,1,1,1,1,2,1,3,2,2,3,1,1,2,2,3,4,2,4,3,3,3,3,3,1,5,2,2,1,3,1,1,5,3,NA,NA,1,3,1,1,1,3,1,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,38,3,6
"117","LS180284","Teaching professionals","2",7,"Offentlig administration, undervisning og sundhed",9,2,3,3,1548.9674729405,1,NA,39,NA,1,1,1,1,1,2,1,4,2,1,2,2,1,4,1,2,2,2,4,3,3,3,3,3,2,5,3,4,1,3,3,2,2,3,3,2,2,3,3,2,1,3,1,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,48,3,1
"118","LS180792","Personal care workers","5",5,"Offentlig administration, undervisning og sundhed",9,3,1,2,1398.86557189657,1,NA,82,NA,1,1,1,1,1,1,3,4,1,3,5,5,4,4,3,4,3,5,5,3,1,3,3,3,2,1,2,2,2,3,3,1,5,2,NA,NA,5,3,NA,NA,1,3,3,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,82,3,2
"119","LS182722","Health associate professionals","3",6,"Offentlig administration, undervisning og sundhed",9,1,3,2,1718.9392641436,1,NA,64,NA,1,1,1,1,1,1,1,4,1,1,1,1,5,5,1,2,1,5,2,3,3,3,3,3,4,2,4,4,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,64,3,13
"120","LS183868","None","None",4,"Industri, råstofindvinding og forsyningsvirksomhed",2,3,2,1,1052.998602943,2,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,37,2,3
